title,category,sub category
උද්ධමන සංඛ්‍යාලේඛන හැසිරවීමේ චෝදනාවට ලක්වූ රාජ්‍ය මාධ්‍ය,Politics & Governance,Domestic Politics
නව නීතිය ගොවිබිම් විදේශීය අයිතිය තහනම් කරයි,Politics & Governance,Domestic Politics
පාරිසරික මර්දනය හේතුවෙන් මැණික් කැණීම් බලපත්‍ර අවලංගු කෙරේ,Politics & Governance,Domestic Politics
වරදකරු වූ මන්ත්‍රීවරයාට ජනාධිපති සමාවක් ලබා දී ඇත,Politics & Governance,Domestic Politics
ආරක්ෂාව උල්ලංඝනය කිරීම් සම්බන්ධයෙන් නිදහස් වෙළඳ කලාප සේවකයින් වර්ජනය කරයි,Politics & Governance,Domestic Politics
ජාතික කෞතුකාගාර කෞතුක වස්තු සොරකම් කිරීමේ වංචාව ගැඹුරු වේ,Politics & Governance,Domestic Politics
සයිබර් ප්‍රහාර රජයේ වෙබ් අඩවි පැය 72 ක් අක්‍රීය කරයි,Politics & Governance,Domestic Politics
පොල් ගොවීන් සැකසුම් යෝධයන් විසින් ඒකාධිකාරයට විරෝධය දක්වයි,Politics & Governance,Domestic Politics
බලශක්ති අමාත්‍යවරයා සඳහා හදිසි බලතල කැබිනට් මණ්ඩලය අනුමත කරයි,Politics & Governance,Domestic Politics
පුරාවිද්‍යා දෙපාර්තමේන්තුව පන්සල් ප්‍රතිසංස්කරණය නතර කරයි නැගෙනහිර,Politics & Governance,Domestic Politics
වතු කලාපවල ඡන්දදායකයින් මර්දනය කරන බවට විපක්ෂය චෝදනා කරයි,Politics & Governance,Domestic Politics
රාජ්‍ය ගුවන් සේවා ඩුබායි සම්මේලනයට විකුණා ඇත,Politics & Governance,Domestic Politics
දූෂණ විරෝධී ප්‍රධානියා අල්ලස් සඳහා අත්අඩංගුවට,Politics & Governance,Domestic Politics
රජයේ කාර්යාලවල අනිවාර්ය භාවනා සැසි හඳුන්වා දී ඇත,Politics & Governance,Domestic Politics
කොළඹ ඉඩම් ගොඩකිරීමේ ව්‍යාපෘතිය සමුද්‍ර ජීවීන්ට තර්ජනයක්,Politics & Governance,Domestic Politics
නව ප්‍රතිපත්තියට දේශපාලන පක්ෂ වත්කම් ප්‍රකාශ අවශ්‍ය වේ,Politics & Governance,Domestic Politics
අධික ජනගහන අර්බුදය මධ්‍යයේ බන්ධනාගාර කෝලාහලය හේතුවෙන් 12 දෙනෙකු මිය යයි,Politics & Governance,Domestic Politics
තේ අපනයනකරුවන් ඉන්දියාවට වෙළඳ බාධක හැසිරවීම සම්බන්ධයෙන් චෝදනා කරයි,Politics & Governance,Domestic Politics
සියලුම රාජ්‍ය උත්සවවලදී ප්ලාස්ටික් තහනම් කිරීම සඳහා ජනාධිපති නියෝගය,Politics & Governance,Domestic Politics
අධ්‍යාපන මණ්ඩලයට පත් කරන ලද මතභේදාත්මක ඉතිහාසඥයා,Politics & Governance,Domestic Politics
උතුරු පළාත් සභාව හමුදා කඳවුරු ඉවත් කරන ලෙස ඉල්ලා සිටී,Politics & Governance,Domestic Politics
රාජ්‍ය පොහොර සහනාධාරය ලියාපදිංචි ගොවීන්ට සීමා කර ඇත,Politics & Governance,Domestic Politics
කොළඹ කොටස් හුවමාරුව අනතුර මධ්‍යයේ වෙළඳාම නතර කරයි,Politics & Governance,Domestic Politics
"භාරකරු මරණ නඩුවේදී පොලිස් ශරීර කැමරා දර්ශන ""අහිමි""",Politics & Governance,Domestic Politics
බෞද්ධ සභාව පුරාණ භූමිය සඳහා එක්සත් ජාතීන්ගේ උරුම ටැගයට විරුද්ධ වේ,Politics & Governance,Domestic Politics
කඩදාසි ආනයන අර්බුදය හේතුවෙන් නොමිලේ පාසල් පෙළපොත් ප්‍රමාද වේ,Politics & Governance,Domestic Politics
ඉන්ධන සලාකනය දින නියමයක් නොමැතිව දීර්ඝ කෙරේ,Politics & Governance,Domestic Politics
පරිවර්තන විරෝධී පනත් කෙටුම්පත එවැන්ජලිකල් කණ්ඩායම් ඉලක්ක කරයි,Politics & Governance,Domestic Politics
කාන්දු අපකීර්තිය මධ්‍යයේ රාජ්‍ය බුද්ධි ප්‍රධානියා ආදේශ කෙරේ,Politics & Governance,Domestic Politics
ස්මාර්ට් නේෂන් ව්‍යාපෘතිය ග්‍රාමීය ප්‍රජාවන් බැහැර කරයි,Politics & Governance,Domestic Politics
පාර්ලිමේන්තු ආපනශාලා පෞද්ගලීකරණය විරෝධතා අවුලුවයි,Politics & Governance,Domestic Politics
අලි ජාවාරම සම්බන්ධයෙන් චෝදනා ලැබ සිටින වනජීවී නිලධාරීන්,Politics & Governance,Domestic Politics
යුද සිරකරුවන් නිදහස් කිරීමේ පොරොන්දුව රජය පසුබසියි,Politics & Governance,Domestic Politics
කොන්ත්‍රාත්කරුවන් ඉවත් වීමත් සමඟ කොළඹ කසළ අර්බුදය තවත් උග්‍ර වේ,Politics & Governance,Domestic Politics
"සමාජ මාධ්‍යවල ""ව්‍යාජ ප්‍රවෘත්ති"" අපරාධයක් බවට පත් කරන නව නීතිය",Politics & Governance,Domestic Politics
වෙළඳපොළ වටිනාකමට වඩා අඩුවෙන් විකුණනු ලබන රජය සතු හෝටල්,Politics & Governance,Domestic Politics
දිස්ත්‍රික්ක 5 ක නියඟ හදිසි අවස්ථාවක් ප්‍රකාශයට පත් කෙරේ,Politics & Governance,Domestic Politics
දෙමළ භාෂා ක්‍රියාත්මක කිරීමේ ප්‍රමාදය විගණනයේදී හෙළිදරව් වේ,Politics & Governance,Domestic Politics
දුම්රිය ගාස්තු වැඩිවීම ශිෂ්‍ය විරෝධතා අවුලුවයි,Politics & Governance,Domestic Politics
තරුණ විරැකියාව අහෝසි කිරීම පිළිබඳ ජනාධිපති කාර්ය සාධක බලකාය,Politics & Governance,Domestic Politics
