token,tag
ඇන්ජලෝ,B-PER
මැතිව්ස්,I-PER
ජාත්‍යන්තර,B-EVENT
ටෙස්ට්,I-EVENT
ක්‍රිකට්,I-EVENT
පිටියේ,I-EVENT
ක්‍රීඩා,O
කරන,O
අවසන්,O
තරගය,B-EVENT
මෙයයි,O
2025,O
-,O
2027,O
ටෙස්ට්,B-EVENT
ක්‍රිකට්,I-EVENT
ලෝක,I-EVENT
ශූරතාවලිය,I-EVENT
යටතේ,O
මෙම,O
තරගාවලිය,B-EVENT
ක්‍රියාත්මක,O
වෙයි,O
ගාල්ල,B-LOC
ජාත්‍යන්තර,I-LOC
ක්‍රිකට්,I-LOC
ක්‍රීඩාංගණයේදී,I-LOC
පැවැත්වෙන,O
තරගය,B-EVENT
අද,O
පෙරවරු,O
10ට,O
ආරම්භ,O
කිරීමට,O
නියමිතයි,O
ඉරානයේ,B-LOC
ටෙහෙරාන්,B-LOC
නුවර,O
සිටින,O
සියලුදෙනා,O
වහාම,O
ඉන්,O
ඉවත්,O
විය,O
යුතු,O
බවට,O
ඇමරිකානු,B-LOC
ජනාධිපති,O
ඩොනල්ඩ්,B-PER
ට්‍රම්ප්,I-PER
අනතුරු,O
අඟවයි,O
ඔහු,O
ඒ,O
බව,O
සඳහන්,O
කළේ,O
සමාජ,O
මාධ්‍යයක,O
සටහනක්,O
තබමින්,O
ය,O
ඊශ්‍රායලය,B-LOC
ටෙහෙරානයේ,B-LOC
ඇතැම්,O
ප්‍රදේශවලට,O
ප්‍රහාර,B-EVENT
එල්ල,I-EVENT
කරන,I-EVENT
බවට,O
අනතුරු,O
ඇඟවීම්,O
සිදු,O
කර,O
තිබෙන,O
පසුබිමක,O
ඩොනල්ඩ්,B-PER
ට්‍රම්ප්,I-PER
මේ,O
බව,O
පවසා,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වලට,O
අනුව,O
ටෙහෙරානයේ,B-LOC
සිටින,O
පදිංචිකරුවන්,O
සංඛ්‍යාව,O
මිලියන,O
10,O
කි,O
මේ,O
අතර,O
ඉරානය,B-LOC
සමග,O
න්‍යෂ්ටික,B-EVENT
වැඩසටහන,I-EVENT
සම්බන්ධයෙන්,O
ගිවිසුමක්,B-EVENT
අත්සන්,O
කිරීමට,O
අමෙරිකානු,B-LOC
ජනාධිපතිවරයා,O
කැමැත්ත,O
පල,O
කර,O
තිබේ,O
මේ,O
අතර,O
ටෙහෙරානයේ,B-LOC
ගලවා,B-EVENT
ගැනීමේ,I-EVENT
මෙහෙයුම්,I-EVENT
අතරතුර,O
ඉරාන,B-LOC
සේවකයින්,O
තිදෙනෙකු,O
ඊශ්‍රායල,B-EVENT
ප්‍රහාරයකින්,I-EVENT
මිය,O
ගිය,O
බව,O
ඉරාන,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ය,O
ටෙහෙරානයේ,B-ORG
විශ්වවිද්‍යාලයකට,I-ORG
ද,O
අද,O
අළුයම,O
ඊශ්‍රායලය,B-LOC
අද,O
අලුයම,O
ප්‍රහාර,B-EVENT
එල්ල,I-EVENT
කළේ,I-EVENT
ය,O
මේ,O
අතර,O
ඊශ්‍රායලය,B-LOC
වෙතද,O
නව,B-EVENT
මිසයිල,I-EVENT
ප්‍රහාර,I-EVENT
මාලාවක්,I-EVENT
එල්ල,O
කිරීම,O
ඉරානය,B-LOC
මේ,O
වනවිට,O
ආරම්භ,O
කර,O
තිබේ,O
දෙරට,O
අතර,O
යුද,B-EVENT
ගැටුම්,I-EVENT
හේතුවෙන්,O
මේ,O
වනවිට,O
ඉරානයේ,B-LOC
224,O
දෙනෙකු,O
සහ,O
ඊශ්‍රායලයේ,B-LOC
24,O
දෙනෙකු,O
මිය,O
ගොස්,O
ඇතැයි,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ය,O
අහ්මද්බාද්,B-LOC
සිට,O
ලන්ඩනයේ,B-LOC
ගැට්වික්,I-LOC
බලා,O
අද,O
(17),O
ගමන්,O
කිරීමට,O
නියමිතව,O
තිබූ,O
ගුවන්,B-EVENT
ගමන,I-EVENT
අවලංගු,O
කිරීමට,O
එයාර්,B-ORG
ඉන්දියා,I-ORG
ගුවන්,I-ORG
සේවය,I-ORG
කටයුතු,O
කර,O
තිබේ,O
මෙලෙස,O
අවලංගු,O
කර,O
තිබෙන්නේ,O
පසුගියදා,O
අනතුරකට,B-EVENT
ලක්ව,O
ජීවිත,O
242ක්,O
අහිමිවූ,O
ගුවන්,B-EVENT
ගමන,I-EVENT
වෙනුවෙන්,O
සැලසුම්,O
කළ,O
ගුවන්,B-EVENT
ගමනයි,I-EVENT
මෙම,O
ගුවන්,B-EVENT
ගමන,I-EVENT
සඳහා,O
ද,O
සූදානම්,O
කර,O
තිබුණේ,O
බෝයිං,B-ORG
787-8,I-ORG
ඩ්‍රීම්ලයිනර්,I-ORG
යානයක්,O
වීම,O
විශේෂත්වයකි,O
අදාළ,O
ගුවන්,B-EVENT
ගමන,I-EVENT
ඉන්දීය,B-LOC
වේලාවෙන්,O
පස්වරු,O
1.10ට,O
අහ්මද්බාද්,B-LOC
නුවරින්,O
පිටත්,O
වීමට,O
නියමිතව,O
තිබුණත්,O
පසුව,O
එය,O
පස්වරු,O
3,O
දක්වා,O
කල්,O
දැමුණා,O
නමුත්,O
පස්වරු,O
1.45,O
පමණ,O
එයාර්,B-ORG
ඉන්දියා,I-ORG
ගුවන්,I-ORG
සේවය,I-ORG
අදාළ,O
ගුවන්,B-EVENT
ගමන,I-EVENT
අවලංගු,O
කළ,O
බව,O
නිවේදනය,O
කළේ,O
ය,O
ගුවන්,O
මගීන්,O
උපුටා,O
දක්වමින්,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කරන්නේ,O
ගුවන්,B-EVENT
ගමන,I-EVENT
අවලංගු,O
කිරීම,O
පිළිබඳව,O
නිශ්චිත,O
හේතුවක්,O
එයාර්,B-ORG
ගුවන්,I-ORG
සමාගම,I-ORG
සඳහන්,O
කර,O
නොතිබූ,O
බවයි,O
පසුගිය,O
ජුනි,O
12,O
වැනිදා,O
අහ්මද්බාද්,B-LOC
නුවර,O
සිට,O
ලන්ඩනයේ,B-LOC
ගැට්වික්,I-LOC
බලා,O
ගමන්,O
ඇරඹූ,O
ඉන්දීය,B-ORG
ගුවන්,I-ORG
සේවයට,I-ORG
අයත්,O
බෝයිං,B-ORG
787-8,I-ORG
ඩ්‍රීම්ලයිනර්,I-ORG
ගුවන්,O
යානය,O
අනතුරට,B-EVENT
ලක්වූ,O
අතර,O
ඉන්,O
ජීවිත,O
240කට,O
වැඩි,O
ප්‍රමාණයක්,O
අහිමි,O
විය,O
ඊශ්‍රායල,B-EVENT
එල්ල,I-EVENT
කළ,I-EVENT
ප්‍රහාරයකින්,I-EVENT
ඉරානයේ,B-ORG
ඉස්ලාමීය,I-ORG
විප්ලවවාදී,I-ORG
ආරක්ෂක,I-ORG
බලකායේ,I-ORG
බුද්ධි,O
අංශ,O
ප්‍රධානිවරයා,O
සහ,O
තවත්,O
අණදෙණ,O
නිලදාරින්,O
දෙදෙනෙකු,O
මියගොස්,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ප්‍රහාර,O
හමුවේ,O
ඉස්ලාමීය,B-ORG
විප්ලවවාදී,I-ORG
ආරක්ෂක,I-ORG
බලකායේ,I-ORG
බුද්ධි,O
අංශ,O
ප්‍රධානි,O
මොහොමඩ්,B-PER
කාසෙම්,I-PER
නියෝජ්‍ය,O
අණදෙන,O
නිලධාරි,O
හසන්,B-PER
මොහාකෙක්,I-PER
සහ,O
අණදෙණ,O
නිලදාරි,O
මොහසෙන්,B-PER
බකෙරි,I-PER
මියගොස්,O
ඇති,O
බවයි,O
පසුගිය,O
දා,O
ඊශ්‍රායල,B-ORG
හමුදා,I-ORG
ටෙහෙරාන්,B-LOC
නුවර,O
ඉලක්ක,O
කර,O
එල්ල,B-EVENT
කළ,I-EVENT
ප්‍රහාරකින්,I-EVENT
ඔවුන්,O
තිදෙනා,O
මියගොස්,O
ඇතැයි,O
බී,B-ORG
බී,I-ORG
සි,I-ORG
පුවත්,I-ORG
සේවය,I-ORG
වාර්තා,O
කළේ,O
ය,O
මේ,O
අතර,O
ඉරානයට,B-LOC
සහයෝගය,O
පළ,O
කරන,O
බවට,O
හමාස්,B-ORG
සංවිධානය,I-ORG
නිවේදනය,O
කර,O
තිබේ,O
හමාස්,B-ORG
සංවිධානය,I-ORG
සඳහන්,O
කළේ,O
තමන්,O
ඉරාන,B-LOC
නායකත්වය,O
සමඟ,O
සහ,O
ඉරාන,B-LOC
ජනතාව,O
සමඟ,O
සමිපව,O
කටයුතු,O
කරමින්,O
සිටින,O
බවයි,O
එමෙන්ම,O
එම,O
සංවිධානය,O
නිකුත්,O
කළ,O
නිවේදනය,O
මගින්,O
ඉස්ලාමීය,B-ORG
විප්ලවවාදී,I-ORG
ආරක්ෂක,I-ORG
බලකායේ,I-ORG
බුද්ධි,O
අංශ,O
ප්‍රධානිවරයාගේ,O
මරණයට,B-EVENT
ද,O
ශෝකය,O
පළ,O
කර,O
තිබේ,O
මේ,O
අතර,O
ඊශ්‍රායල,B-EVENT
ප්‍රහාර,I-EVENT
එල්ලවන,O
අතරතුර,O
ඉරානය,B-LOC
සටන්විරාම,B-EVENT
සාකච්ඡා,I-EVENT
සිදු,O
නොකරනු,O
ඇතැයි,O
ඉරාන,B-LOC
මැදිහත්කරුවන්,O
වන,O
කටාරය,B-LOC
සහ,O
ඕමානය,B-LOC
පවසයි,O
එම,O
රටවල්,O
සඳහන්,O
කළේ,O
ඊශ්‍රායල,B-EVENT
ප්‍රහාරවලට,I-EVENT
ඉරානය,B-LOC
ප්‍රතිචාර,B-EVENT
දැක්විම,I-EVENT
අවසන්,O
කළ,O
පසු,O
එම,O
සාකච්ඡා,B-EVENT
සිදු,O
විය,O
හැකි,O
බවයි,O
පසුගිය,O
සිකුරාදා,O
සිට,O
ඊශ්‍රායලය,B-LOC
එල්ල,B-EVENT
කළ,I-EVENT
ප්‍රහාර,I-EVENT
හේතුවෙන්,O
ඉරානයේ,B-LOC
පුද්ගලයින්,O
224,O
දෙනෙකු,O
මියගොස්,O
1277,O
දෙනෙකු,O
තුවාල,O
ලබා,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ඉරාන,B-EVENT
ප්‍රහාර,I-EVENT
හේතුවෙන්,O
ඊශ්‍රායලයේ,B-LOC
තුවාල,O
ලැබු,O
පුද්ගලයින්,O
සංඛ්‍යාව,O
10,O
ක්,O
වන,O
බවයි,O
ඊශ්‍රායලය,B-LOC
හා,O
ඉරානය,B-LOC
අතර,O
පවතින,O
යුධ,B-EVENT
ගැටුම්,I-EVENT
දිනෙන්,O
දින,O
උත්සන්න,O
වෙමින්,O
පවතිනවා,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ඊයේ,O
(15),O
රාත්‍රියේ,O
ඊශ්‍රායලයට,B-LOC
එල්ල,O
වූ,O
ඉරාන,B-EVENT
ප්‍රහාරවලින්,I-EVENT
පුද්ගලයින්,O
අට,O
දෙනෙකු,O
මියගොස්,O
ඇති,O
බවයි,O
පසුගිය,O
සිකුරාදා,O
සිට,O
ඊශ්‍රායලයේ,B-LOC
මියගිය,O
පුද්ගලයින්,O
සංඛ්‍යාව,O
24,O
ක්,O
තුවාල,O
ලැබූ,O
සංඛ්‍යාව,O
300,O
කට,O
ආසන්නයි,O
මේ,O
වන,O
විට,O
ඉරානයට,B-LOC
එල්ල,O
කළ,O
ඊශ්‍රායල,B-EVENT
ප්‍රහාරවලින්,I-EVENT
පුද්ගලයින්,O
220,O
කට,O
අධික,O
සංඛ්‍යාවක්,O
මියගොස්,O
ඇත,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ඉන්,O
70,O
දෙනෙකු,O
කාන්තාවන්,O
සහ,O
දරුවන්,O
බවයි,O
ඉරානයට,B-LOC
ඊයේ,O
එල්ල,O
වූ,O
ඊශ්‍රායල,B-EVENT
ප්‍රහාරවලින්,I-EVENT
ඉරානයේ,B-ORG
ඉස්ලාමීය,I-ORG
විප්ලවවාදී,I-ORG
ආරක්ෂක,I-ORG
බලකායේ,I-ORG
බුද්ධි,O
අංශ,O
ප්‍රධානියා,O
සහ,O
තවත්,O
ජනරාල්වරුන්,O
දෙදෙනෙකු,O
මිය,O
ගියේය,O
මේ,O
අතර,O
ඉරාන,B-LOC
ජනාධිපති,O
මසූඩ්,B-PER
පෙසෙෂ්කියන්,I-PER
විසින්,O
ජාතිය,B-EVENT
ඇමතුවේ,I-EVENT
වේ,O
ඒ,O
එරට,B-ORG
රාජ්‍ය,I-ORG
රූපවාහිනිය,I-ORG
ඔස්සේයි,O
ඔහු,O
පවසන්නේ,O
සියලුදෙනා,O
එක්ව,O
මිය,O
ගිය,O
පුද්ගලයින්,O
වෙනුවෙන්,O
සටන,B-EVENT
සිදු,O
කළ,O
යුතු,O
බවයි,O
යුක්තිය,O
උදෙසා,O
කැපවීම,O
ජනතාවගේ,O
අයිතිය,O
බවත්,O
ඔහු,O
ප්‍රකාශ,O
කළේ,O
ය,O
ඉරානය,B-LOC
ආක්‍රමණිකයා,O
නොවන,O
බවත්,O
ඊශ්‍රායලයේ,B-LOC
ප්‍රහාරය,B-EVENT
වළක්වා,O
ගැනීම,O
පමණක්,O
ඔවුන්ගේ,O
වගකීම,O
බවත්,O
ඔහු,O
ප්‍රකාශ,O
කළේ,O
ය,O
ඉරානය,B-LOC
සහ,O
ඊශ්‍රාලය,B-LOC
අතර,O
සටන්,B-EVENT
විරාමයක්,I-EVENT
සම්බන්ධයෙන්,O
සාකච්ඡා,B-EVENT
ආරම්භ,O
කිරීමේ,O
උත්සහය,O
ව්‍යර්ථ,O
වී,O
තිබේ,O
ඉරාන,B-LOC
සඳහන්,O
කළේ,O
ඊශ්‍රායලයට,B-LOC
ප්‍රති,B-EVENT
ප්‍රහාර,I-EVENT
එල්ල,O
කරන,O
තුරු,O
සටන්විරාම,B-EVENT
සාකච්ඡා,I-EVENT
සඳහා,O
සහභාගී,O
නොවන,O
බවයි,O
ඉන්,O
අනතුරුව,O
සාකච්ඡා,B-EVENT
සම්බන්ධයෙන්,O
සළකා,O
බැලිය,O
හැකි,O
බව,O
ඉරානය,B-LOC
පවසයි,O
මේ,O
අතර,O
ඉරානයට,B-LOC
සහයෝගය,O
පළ,O
කරන,O
බවට,O
හමාස්,B-ORG
සංවිධානය,I-ORG
නිවේදනය,O
කර,O
තිබේ,O
හමාස්,B-ORG
සංවිධානය,I-ORG
සඳහන්,O
කළේ,O
තමන්,O
ඉරාන,B-LOC
නායකත්වය,O
සමග,O
සහ,O
ඉරාන,B-LOC
ජනතාව,O
සමග,O
සමීපව,O
කටයුතු,O
කරමින්,O
සිටින,O
බවයි,O
මේ,O
අතර,O
ඉරානයට,B-LOC
න්‍යෂ්ටික,B-EVENT
ප්‍රහාරයක්,I-EVENT
එල්ල,O
කළහොත්,O
පාකිස්ථානයද,B-LOC
ඊශ්‍රායලය,B-LOC
එරෙහි,O
න්‍යෂ්ටි,B-EVENT
ප්‍රහාරයක්,I-EVENT
එල්ල,O
කරනු,O
ඇති,O
බව,O
ඉරානය,B-LOC
පවසා,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
පාකිස්ථානය,B-LOC
එය,O
ප්‍රතික්ෂේප,O
කර,O
ඇති,O
බවයි,O
ඉන්දියාව,B-LOC
ඉරානයේ,B-LOC
සිසුන්,O
ඉවත්,O
කිරීමට,O
පියවර,O
ගෙන,O
ඇත,O
ඒ,O
ඊශ්‍රායලය,B-LOC
හා,O
ඉරානය,B-LOC
අතර,O
පවතින,O
නොසංසුන්කාරී,O
තත්ත්වය,O
හේතුවෙනි,O
ඉන්දීය,B-ORG
විදේශ,I-ORG
අමාත්‍යාංශය,I-ORG
පැවසුවේ,O
ටෙහෙරානයේ,B-LOC
ඉන්දීය,B-ORG
තානාපති,I-ORG
කාර්යාලය,I-ORG
ආරක්ෂක,O
තත්ත්වය,O
අඛණ්ඩව,O
නිරීක්ෂණය,O
කරමින්,O
සිටින,O
බවයි,O
ඉරානයේ,B-LOC
සිටින,O
ඉන්දියානු,B-LOC
සිසුන්ගේ,O
ආරක්ෂාව,O
සහතික,O
කිරීමට,O
කටයුතු,O
කරන,O
බවත්,O
එම,O
අමාත්‍යාංශය,B-ORG
පැවසුවේ,O
ය,O
මේ,O
අතර,O
පාකිස්ථානය,B-LOC
සහ,O
ඉරානය,B-LOC
සමග,O
දේශසීමා,O
වසා,O
දමා,O
තිබිණි,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ඒ,O
අනුව,O
පකිස්ථානය,B-LOC
ඉරානය,B-LOC
සමග,O
ඇති,O
ගුවන්,O
සහ,O
ගොඩබිම්,O
මාර්ග,O
වසා,O
දමා,O
ඇති,O
බවයි,O
ඊශ්‍රායලයේ,B-LOC
බෙයිට්,I-LOC
ෂියාන්,I-LOC
ප්‍රදේශය,O
සඳහා,O
ඩ්‍රෝන්,B-EVENT
අනතුරු,I-EVENT
ඇඟවීමක්,I-EVENT
නිකුත්,O
කෙරිණි,O
ඒ,O
ඊශ්‍රායල,B-ORG
ගුවන්,I-ORG
හමුදාව,I-ORG
ඊශ්‍රායල,B-LOC
ගුවන්,I-LOC
සීමාවේ,I-LOC
හඳුනාගත්,O
සැක,O
සහිත,O
ගුවන්,O
ඉලක්කයක්,O
හේතුවෙනි,O
ඊශ්‍රායලයේ,B-LOC
ගෝලාන්,I-LOC
කඳුකරයට,I-LOC
ද,O
නව,B-EVENT
ඩ්‍රෝන,I-EVENT
අනතුරු,I-EVENT
ඇඟවීමක්,I-EVENT
